"","CNTYVTD.x","VTDKEY","Biden","Trump","CNTYVTD.y","VTD","vap","anglovap","nanglovap","FENAME"
"397",291157,410,1024,452,291157,"1157",3454,475,2979,"BEXAR"
"398",291158,411,371,141,291158,"1158",1489,226,1263,"BEXAR"
"399",291159,412,121,46,291159,"1159",480,28,452,"BEXAR"
"400",292001,413,284,76,292001,"2001",1451,139,1312,"BEXAR"
"401",292002,414,480,145,292002,"2002",1659,72,1587,"BEXAR"
"402",292003,415,731,198,292003,"2003",3408,119,3289,"BEXAR"
"403",292004,416,1072,296,292004,"2004",4438,220,4218,"BEXAR"
"404",292005,417,456,123,292005,"2005",1265,168,1097,"BEXAR"
"405",292006,418,9,2,292006,"2006",71,9,62,"BEXAR"
"406",292007,419,617,188,292007,"2007",2628,92,2536,"BEXAR"
"407",292008,420,413,132,292008,"2008",1712,95,1617,"BEXAR"
"408",292009,421,892,320,292009,"2009",4607,1152,3455,"BEXAR"
"409",292010,422,536,323,292010,"2010",3084,687,2397,"BEXAR"
"410",292011,423,735,194,292011,"2011",2661,199,2462,"BEXAR"
"411",292012,424,542,155,292012,"2012",2230,69,2161,"BEXAR"
"412",292013,425,533,153,292013,"2013",1664,97,1567,"BEXAR"
"413",292014,426,502,172,292014,"2014",1632,133,1499,"BEXAR"
"414",292015,427,642,188,292015,"2015",2652,75,2577,"BEXAR"
"415",292016,428,459,91,292016,"2016",1889,55,1834,"BEXAR"
"416",292017,429,365,101,292017,"2017",1731,38,1693,"BEXAR"
"417",292018,430,559,168,292018,"2018",1369,57,1312,"BEXAR"
"418",292019,431,647,157,292019,"2019",2424,89,2335,"BEXAR"
"419",292020,432,1075,243,292020,"2020",4614,166,4448,"BEXAR"
"420",292021,433,1052,305,292021,"2021",3927,117,3810,"BEXAR"
"421",292022,434,582,169,292022,"2022",2113,94,2019,"BEXAR"
"422",292023,435,1113,331,292023,"2023",2976,309,2667,"BEXAR"
"423",292024,436,706,292,292024,"2024",2986,254,2732,"BEXAR"
"424",292025,437,1174,383,292025,"2025",3276,328,2948,"BEXAR"
"425",292026,438,1015,451,292026,"2026",2813,580,2233,"BEXAR"
"426",292027,439,603,272,292027,"2027",1672,288,1384,"BEXAR"
"427",292028,440,1107,450,292028,"2028",2733,602,2131,"BEXAR"
"428",292029,441,419,123,292029,"2029",1954,43,1911,"BEXAR"
"429",292030,442,550,150,292030,"2030",2028,73,1955,"BEXAR"
"430",292031,443,563,146,292031,"2031",2520,74,2446,"BEXAR"
"431",292032,444,228,66,292032,"2032",805,21,784,"BEXAR"
"432",292033,445,277,79,292033,"2033",4034,678,3356,"BEXAR"
"433",292034,446,285,93,292034,"2034",2630,919,1711,"BEXAR"
"434",292035,447,773,220,292035,"2035",1425,664,761,"BEXAR"
"435",292036,448,894,357,292036,"2036",1624,978,646,"BEXAR"
"436",292037,449,576,521,292037,"2037",1571,643,928,"BEXAR"
"437",292038,450,600,335,292038,"2038",1587,501,1086,"BEXAR"
"438",292039,451,727,173,292039,"2039",1755,233,1522,"BEXAR"
"439",292040,452,1032,438,292040,"2040",3745,601,3144,"BEXAR"
"440",292041,453,1200,461,292041,"2041",3354,216,3138,"BEXAR"
"441",292042,454,660,206,292042,"2042",2246,105,2141,"BEXAR"
"442",292043,455,796,260,292043,"2043",3160,106,3054,"BEXAR"
"443",292044,456,812,291,292044,"2044",3677,157,3520,"BEXAR"
"444",292045,457,650,168,292045,"2045",1239,357,882,"BEXAR"
"445",292046,458,975,369,292046,"2046",2026,351,1675,"BEXAR"
"446",292047,459,817,300,292047,"2047",2051,308,1743,"BEXAR"
"447",292048,460,706,226,292048,"2048",2760,208,2552,"BEXAR"
"448",292049,461,1227,489,292049,"2049",4214,455,3759,"BEXAR"
"449",292050,462,828,348,292050,"2050",2347,417,1930,"BEXAR"
"450",292051,463,303,107,292051,"2051",1226,406,820,"BEXAR"
"451",292052,464,372,153,292052,"2052",1561,117,1444,"BEXAR"
"452",292053,465,545,156,292053,"2053",1576,207,1369,"BEXAR"
"453",292054,466,1040,262,292054,"2054",2465,693,1772,"BEXAR"
"454",292055,467,880,244,292055,"2055",2946,1780,1166,"BEXAR"
"455",292056,468,603,233,292056,"2056",1878,240,1638,"BEXAR"
"456",292057,469,897,304,292057,"2057",3467,252,3215,"BEXAR"
"457",292058,470,888,359,292058,"2058",3268,345,2923,"BEXAR"
"458",292059,471,904,364,292059,"2059",3775,459,3316,"BEXAR"
"459",292060,472,640,244,292060,"2060",2191,344,1847,"BEXAR"
"460",292061,473,500,277,292061,"2061",1563,388,1175,"BEXAR"
"461",292062,474,536,271,292062,"2062",1374,289,1085,"BEXAR"
"462",292063,475,641,903,292063,"2063",1894,1017,877,"BEXAR"
"463",292064,476,995,542,292064,"2064",3073,626,2447,"BEXAR"
"464",292066,479,1533,1296,292066,"2066",3697,1472,2225,"BEXAR"
"465",292067,480,144,35,292067,"2067",326,58,268,"BEXAR"
"466",292068,481,1658,1269,292068,"2068",4424,1558,2866,"BEXAR"
"467",292069,482,1283,658,292069,"2069",4761,801,3960,"BEXAR"
"468",292070,483,771,177,292070,"2070",2841,88,2753,"BEXAR"
"469",292071,484,262,93,292071,"2071",1252,32,1220,"BEXAR"
"470",292072,485,1285,905,292072,"2072",3656,1039,2617,"BEXAR"
"471",292073,486,475,229,292073,"2073",1772,268,1504,"BEXAR"
"472",292074,487,392,120,292074,"2074",1463,71,1392,"BEXAR"
"473",292075,488,412,89,292075,"2075",1700,48,1652,"BEXAR"
"474",292076,489,984,719,292076,"2076",2640,913,1727,"BEXAR"
"475",292077,490,1009,688,292077,"2077",2553,850,1703,"BEXAR"
"476",292078,491,1044,590,292078,"2078",3249,686,2563,"BEXAR"
"477",292079,492,251,41,292079,"2079",1049,33,1016,"BEXAR"
"478",292080,493,576,247,292080,"2080",2004,306,1698,"BEXAR"
"479",292081,494,404,155,292081,"2081",1105,165,940,"BEXAR"
"480",292082,495,623,290,292082,"2082",2557,346,2211,"BEXAR"
"481",292083,496,408,127,292083,"2083",856,186,670,"BEXAR"
"482",292084,497,1266,1262,292084,"2084",3483,1696,1787,"BEXAR"
"483",292085,498,608,262,292085,"2085",1978,276,1702,"BEXAR"
"484",292086,499,1477,936,292086,"2086",3892,1251,2641,"BEXAR"
"485",292087,500,726,622,292087,"2087",1881,686,1195,"BEXAR"
"486",292088,501,1686,919,292088,"2088",4575,1183,3392,"BEXAR"
"487",292089,502,201,49,292089,"2089",744,23,721,"BEXAR"
"488",292090,503,926,360,292090,"2090",3688,881,2807,"BEXAR"
"489",292091,504,1285,468,292091,"2091",4744,1326,3418,"BEXAR"
"490",292092,505,173,118,292092,"2092",792,224,568,"BEXAR"
"491",292093,506,615,393,292093,"2093",2975,799,2176,"BEXAR"
"492",292094,507,68,60,292094,"2094",152,108,44,"BEXAR"
"493",292095,508,908,777,292095,"2095",2611,905,1706,"BEXAR"
"494",292096,509,1060,452,292096,"2096",4286,1344,2942,"BEXAR"
"495",292097,510,1081,566,292097,"2097",3118,836,2282,"BEXAR"
"496",292098,511,574,298,292098,"2098",2027,334,1693,"BEXAR"
"497",292099,512,605,492,292099,"2099",2126,773,1353,"BEXAR"
"498",292100,513,543,269,292100,"2100",1671,251,1420,"BEXAR"
"499",292101,514,21,33,292101,"2101",102,49,53,"BEXAR"
"500",292102,515,1074,786,292102,"2102",2808,844,1964,"BEXAR"
"501",292103,516,105,32,292103,"2103",395,2,393,"BEXAR"
"502",292104,517,132,38,292104,"2104",350,33,317,"BEXAR"
"503",292105,518,235,73,292105,"2105",852,33,819,"BEXAR"
"504",292106,519,222,95,292106,"2106",977,192,785,"BEXAR"
"505",292107,520,1460,894,292107,"2107",4286,1215,3071,"BEXAR"
"506",292108,521,458,444,292108,"2108",1251,642,609,"BEXAR"
"507",292109,522,1,0,292109,"2109",0,0,0,"BEXAR"
"508",292110,523,463,321,292110,"2110",1211,458,753,"BEXAR"
"509",292111,524,442,215,292111,"2111",1956,367,1589,"BEXAR"
"510",292112,525,757,461,292112,"2112",1997,598,1399,"BEXAR"
"511",292113,526,39,15,292113,"2113",170,24,146,"BEXAR"
"512",292114,527,895,425,292114,"2114",3959,681,3278,"BEXAR"
"513",292115,528,1836,1518,292115,"2115",5108,1802,3306,"BEXAR"
"514",292116,529,0,0,292116,"2116",0,0,0,"BEXAR"
"515",292117,530,289,70,292117,"2117",1080,59,1021,"BEXAR"
"516",292118,531,13,1,292118,"2118",76,1,75,"BEXAR"
"517",292119,532,142,38,292119,"2119",478,142,336,"BEXAR"
"518",292120,533,951,717,292120,"2120",2745,862,1883,"BEXAR"
"519",292121,534,208,111,292121,"2121",710,152,558,"BEXAR"
"520",292122,535,687,267,292122,"2122",3202,777,2425,"BEXAR"
"521",292123,536,760,682,292123,"2123",2253,777,1476,"BEXAR"
"522",292124,537,296,177,292124,"2124",685,243,442,"BEXAR"
"523",292125,538,1237,994,292125,"2125",3329,1053,2276,"BEXAR"
"524",292126,539,600,339,292126,"2126",2463,535,1928,"BEXAR"
"525",292127,540,1068,738,292127,"2127",2995,960,2035,"BEXAR"
"526",292128,541,906,312,292128,"2128",3715,181,3534,"BEXAR"
"527",292129,542,0,0,292129,"2129",0,0,0,"BEXAR"
"528",292130,543,968,558,292130,"2130",2432,714,1718,"BEXAR"
"529",292131,544,183,94,292131,"2131",785,303,482,"BEXAR"
"530",292132,545,0,0,292132,"2132",0,0,0,"BEXAR"
"531",292133,546,157,105,292133,"2133",389,139,250,"BEXAR"
"532",292134,547,529,238,292134,"2134",3246,653,2593,"BEXAR"
"533",292135,548,314,141,292135,"2135",1214,265,949,"BEXAR"
"534",292136,549,1713,1309,292136,"2136",4486,1565,2921,"BEXAR"
"535",292137,550,506,281,292137,"2137",1600,465,1135,"BEXAR"
"536",292138,551,396,248,292138,"2138",1706,436,1270,"BEXAR"
"537",292139,552,769,608,292139,"2139",2072,663,1409,"BEXAR"
"538",292140,553,765,318,292140,"2140",2526,465,2061,"BEXAR"
"539",292141,554,618,403,292141,"2141",1500,405,1095,"BEXAR"
"540",292142,555,259,110,292142,"2142",1218,258,960,"BEXAR"
"541",292143,556,813,582,292143,"2143",2923,847,2076,"BEXAR"
"542",292144,557,873,437,292144,"2144",2352,690,1662,"BEXAR"
"543",292145,558,163,109,292145,"2145",389,115,274,"BEXAR"
"544",292146,559,40,14,292146,"2146",177,25,152,"BEXAR"
"545",292147,560,243,159,292147,"2147",923,244,679,"BEXAR"
"546",292148,561,1619,655,292148,"2148",6627,1932,4695,"BEXAR"
"547",292149,562,902,388,292149,"2149",4643,1151,3492,"BEXAR"
"548",292150,563,7,1,292150,"2150",17,2,15,"BEXAR"
"549",292151,564,11,6,292151,"2151",204,22,182,"BEXAR"
"550",292152,565,234,77,292152,"2152",924,174,750,"BEXAR"
"551",292153,566,135,71,292153,"2153",664,178,486,"BEXAR"
"552",292154,567,1640,1148,292154,"2154",4838,1570,3268,"BEXAR"
"553",292155,568,1,0,292155,"2155",0,0,0,"BEXAR"
"554",292156,569,611,245,292156,"2156",2551,826,1725,"BEXAR"
"555",292157,570,0,0,292157,"2157",0,0,0,"BEXAR"
"556",292158,571,0,0,292158,"2158",0,0,0,"BEXAR"
"557",292159,572,83,66,292159,"2159",232,62,170,"BEXAR"
"558",292160,573,3,1,292160,"2160",310,100,210,"BEXAR"
"559",292161,574,86,77,292161,"2161",195,107,88,"BEXAR"
"560",292162,575,345,151,292162,"2162",1213,440,773,"BEXAR"
"561",292163,576,1050,701,292163,"2163",2951,1045,1906,"BEXAR"
"562",292164,577,953,537,292164,"2164",2999,1001,1998,"BEXAR"
"563",292165,578,1241,904,292165,"2165",2946,1199,1747,"BEXAR"
"564",292166,579,763,521,292166,"2166",1826,592,1234,"BEXAR"
"565",292167,580,20,10,292167,"2167",132,32,100,"BEXAR"
"566",292168,581,733,396,292168,"2168",2211,821,1390,"BEXAR"
"567",292169,582,664,438,292169,"2169",1691,573,1118,"BEXAR"
"568",292170,583,1567,1102,292170,"2170",4854,1576,3278,"BEXAR"
"569",292171,584,672,419,292171,"2171",1995,697,1298,"BEXAR"
"570",292172,585,175,88,292172,"2172",487,105,382,"BEXAR"
"571",292173,586,617,341,292173,"2173",2363,656,1707,"BEXAR"
"572",292174,587,1067,757,292174,"2174",2856,1111,1745,"BEXAR"
"573",292175,588,790,361,292175,"2175",3836,1095,2741,"BEXAR"
"574",292176,589,548,419,292176,"2176",1262,450,812,"BEXAR"
"575",292177,590,0,0,292177,"2177",1,1,0,"BEXAR"
"576",292178,591,592,160,292178,"2178",1182,250,932,"BEXAR"
"577",292179,592,59,52,292179,"2179",167,34,133,"BEXAR"
"578",292181,599,27,22,292181,"2181E",78,7,71,"BEXAR"
"579",293001,605,1304,1337,293001,"3001",4943,2335,2608,"BEXAR"
"580",293002,606,823,1069,293002,"3002",2377,1208,1169,"BEXAR"
"581",293003,607,553,574,293003,"3003",1669,639,1030,"BEXAR"
"582",293004,608,0,0,293004,"3004",0,0,0,"BEXAR"
"583",293005,609,905,1568,293005,"3005",3153,1803,1350,"BEXAR"
"584",293006,610,422,433,293006,"3006",1086,534,552,"BEXAR"
"585",293007,611,1225,1113,293007,"3007",3736,1455,2281,"BEXAR"
"586",293008,612,35,46,293008,"3008",80,40,40,"BEXAR"
"587",293009,613,0,11,293009,"3009",18,9,9,"BEXAR"
"588",293010,614,294,124,293010,"3010",1414,380,1034,"BEXAR"
"589",293011,615,428,379,293011,"3011",1010,541,469,"BEXAR"
"590",293012,616,376,625,293012,"3012",1220,714,506,"BEXAR"
"591",293013,617,805,554,293013,"3013",2322,913,1409,"BEXAR"
"592",293014,618,198,185,293014,"3014",645,265,380,"BEXAR"
"593",293015,619,677,508,293015,"3015",2197,675,1522,"BEXAR"
"594",293016,620,0,0,293016,"3016",0,0,0,"BEXAR"
"595",293017,621,688,1401,293017,"3017",2450,1817,633,"BEXAR"
"596",293018,622,770,726,293018,"3018",1690,1235,455,"BEXAR"
"597",293019,623,0,0,293019,"3019",0,0,0,"BEXAR"
"598",293020,624,1209,851,293020,"3020",2725,2052,673,"BEXAR"
"599",293021,625,673,1320,293021,"3021",2140,1818,322,"BEXAR"
"600",293022,626,717,603,293022,"3022",1593,1131,462,"BEXAR"
"601",293023,627,20,36,293023,"3023",65,50,15,"BEXAR"
"602",293024,628,0,0,293024,"3024",0,0,0,"BEXAR"
"603",293025,629,702,674,293025,"3025",1653,1221,432,"BEXAR"
"604",293026,630,616,621,293026,"3026",1389,1079,310,"BEXAR"
"605",293027,631,590,596,293027,"3027",1708,1006,702,"BEXAR"
"606",293028,632,754,730,293028,"3028",2460,968,1492,"BEXAR"
"607",293029,633,549,388,293029,"3029",1324,538,786,"BEXAR"
"608",293030,634,852,953,293030,"3030",2202,1477,725,"BEXAR"
"609",293031,635,12,6,293031,"3031",28,8,20,"BEXAR"
"610",293032,636,10,9,293032,"3032",24,13,11,"BEXAR"
"611",293033,637,662,1011,293033,"3033",2653,1558,1095,"BEXAR"
"612",293034,638,563,1556,293034,"3034",2478,2027,451,"BEXAR"
"613",293035,639,350,272,293035,"3035",977,426,551,"BEXAR"
"614",293036,640,1871,1011,293036,"3036",5726,1819,3907,"BEXAR"
"615",293037,641,34,34,293037,"3037",101,52,49,"BEXAR"
"616",293038,642,487,423,293038,"3038",1245,509,736,"BEXAR"
"617",293039,643,1267,1964,293039,"3039",4916,2498,2418,"BEXAR"
"618",293040,644,850,759,293040,"3040",2222,1085,1137,"BEXAR"
"619",293041,645,219,222,293041,"3041",506,279,227,"BEXAR"
"620",293042,646,851,997,293042,"3042",2590,1258,1332,"BEXAR"
"621",293043,647,829,1498,293043,"3043",3055,1857,1198,"BEXAR"
"622",293044,648,594,530,293044,"3044",1794,944,850,"BEXAR"
"623",293045,649,543,705,293045,"3045",1573,1027,546,"BEXAR"
"624",293046,650,670,521,293046,"3046",1365,886,479,"BEXAR"
"625",293047,651,802,670,293047,"3047",1648,1227,421,"BEXAR"
"626",293048,652,742,517,293048,"3048",1780,1193,587,"BEXAR"
"627",293049,653,835,917,293049,"3049",2120,1469,651,"BEXAR"
"628",293050,654,450,432,293050,"3050",1502,803,699,"BEXAR"
"629",293051,655,113,190,293051,"3051",360,277,83,"BEXAR"
"630",293052,656,536,576,293052,"3052",1754,705,1049,"BEXAR"
"631",293053,657,772,689,293053,"3053",2626,1706,920,"BEXAR"
"632",293054,658,69,17,293054,"3054",206,71,135,"BEXAR"
"633",293055,659,825,1786,293055,"3055",3454,2307,1147,"BEXAR"
"634",293056,660,900,499,293056,"3056",2915,862,2053,"BEXAR"
"635",293057,661,222,215,293057,"3057",733,364,369,"BEXAR"
"636",293058,662,1553,871,293058,"3058",5554,1913,3641,"BEXAR"
"637",293059,663,685,742,293059,"3059",2760,1216,1544,"BEXAR"
"638",293060,664,809,621,293060,"3060",2124,993,1131,"BEXAR"
"639",293061,665,767,566,293061,"3061",2848,952,1896,"BEXAR"
"640",293062,666,13,9,293062,"3062",67,20,47,"BEXAR"
"641",293063,667,808,654,293063,"3063",2131,975,1156,"BEXAR"
"642",293064,668,193,150,293064,"3064",444,229,215,"BEXAR"
"643",293065,669,1208,1285,293065,"3065",3901,1721,2180,"BEXAR"
"644",293066,670,788,653,293066,"3066",2064,955,1109,"BEXAR"
"645",293067,671,652,577,293067,"3067",1453,800,653,"BEXAR"
"646",293068,672,1144,525,293068,"3068",4610,1061,3549,"BEXAR"
"647",293069,673,1382,1120,293069,"3069",3623,1764,1859,"BEXAR"
"648",293070,674,1019,935,293070,"3070",2527,1391,1136,"BEXAR"
"649",293071,675,1097,694,293071,"3071",3357,1216,2141,"BEXAR"
"650",293072,676,1458,1794,293072,"3072",4637,2190,2447,"BEXAR"
"651",293073,677,716,510,293073,"3073",1727,803,924,"BEXAR"
"652",293074,678,1010,1027,293074,"3074",2602,1543,1059,"BEXAR"
"653",293075,679,1042,1510,293075,"3075",2804,1903,901,"BEXAR"
"654",293076,680,479,640,293076,"3076",1226,889,337,"BEXAR"
"655",293077,681,1032,953,293077,"3077",2392,1451,941,"BEXAR"
"656",293078,682,1142,1093,293078,"3078",3183,1720,1463,"BEXAR"
"657",293079,683,1265,1209,293079,"3079",3609,1961,1648,"BEXAR"
"658",293080,684,437,455,293080,"3080",1347,687,660,"BEXAR"
"659",293081,685,900,788,293081,"3081",2787,1395,1392,"BEXAR"
"660",293082,686,931,852,293082,"3082",2939,1309,1630,"BEXAR"
"661",293083,687,555,623,293083,"3083",2071,1091,980,"BEXAR"
"662",293084,688,1247,1216,293084,"3084",4087,1874,2213,"BEXAR"
"663",293085,689,494,449,293085,"3085",1518,822,696,"BEXAR"
"664",293086,690,701,723,293086,"3086",1790,1041,749,"BEXAR"
"665",293087,691,528,668,293087,"3087",1936,965,971,"BEXAR"
"666",293088,692,1345,1480,293088,"3088",4575,2267,2308,"BEXAR"
"667",293089,693,1046,1862,293089,"3089",3606,2197,1409,"BEXAR"
"668",293090,694,1130,1222,293090,"3090",3814,1843,1971,"BEXAR"
"669",293091,695,227,463,293091,"3091",801,605,196,"BEXAR"
"670",293092,696,760,1360,293092,"3092",2492,1856,636,"BEXAR"
"671",293093,697,986,1166,293093,"3093",3002,1537,1465,"BEXAR"
"672",293094,698,1371,1698,293094,"3094",5884,2762,3122,"BEXAR"
"673",293095,699,1240,633,293095,"3095",4747,1591,3156,"BEXAR"
"674",293096,700,1109,1449,293096,"3096",3288,1843,1445,"BEXAR"
"675",293097,701,1,10,293097,"3097",11,10,1,"BEXAR"
"676",293098,702,491,496,293098,"3098",1309,672,637,"BEXAR"
"677",293099,703,1410,1303,293099,"3099",3709,1425,2284,"BEXAR"
"678",293100,704,1307,1120,293100,"3100",3944,1628,2316,"BEXAR"
"679",293101,705,1075,1038,293101,"3101",2880,1340,1540,"BEXAR"
"680",293102,706,1163,1233,293102,"3102",3503,2022,1481,"BEXAR"
"681",293103,707,320,218,293103,"3103",1013,265,748,"BEXAR"
"682",293104,708,968,1083,293104,"3104",2819,1642,1177,"BEXAR"
"683",293105,709,1227,1184,293105,"3105",3984,1689,2295,"BEXAR"
"684",293106,710,491,833,293106,"3106",1695,1015,680,"BEXAR"
"685",293107,711,300,536,293107,"3107",1024,652,372,"BEXAR"
"686",293108,712,546,686,293108,"3108",1506,916,590,"BEXAR"
"687",293109,713,1207,877,293109,"3109",4335,1191,3144,"BEXAR"
"688",293110,714,1154,1093,293110,"3110",3296,1396,1900,"BEXAR"
"689",293111,715,0,0,293111,"3111",0,0,0,"BEXAR"
"690",293112,716,712,353,293112,"3112",2306,747,1559,"BEXAR"
"691",293113,717,475,222,293113,"3113",1860,666,1194,"BEXAR"
"692",293114,718,710,1165,293114,"3114",2182,1511,671,"BEXAR"
"693",293115,719,723,761,293115,"3115",1761,1075,686,"BEXAR"
"694",293116,720,633,738,293116,"3116",2064,946,1118,"BEXAR"
"695",293117,721,1136,1273,293117,"3117",3188,1906,1282,"BEXAR"
"696",293118,722,410,343,293118,"3118",1304,602,702,"BEXAR"
"697",293119,723,1013,744,293119,"3119",3335,1733,1602,"BEXAR"
"698",293120,724,1291,1221,293120,"3120",3906,1810,2096,"BEXAR"
"699",293121,725,1124,1161,293121,"3121",3696,1732,1964,"BEXAR"
"700",293122,726,890,872,293122,"3122",2815,1501,1314,"BEXAR"
"701",293123,727,212,329,293123,"3123",1249,486,763,"BEXAR"
"702",293124,728,1548,1754,293124,"3124",5282,2355,2927,"BEXAR"
"703",293125,729,1344,1554,293125,"3125",4022,1827,2195,"BEXAR"
"704",293126,730,704,844,293126,"3126",2035,1021,1014,"BEXAR"
"705",293127,731,661,782,293127,"3127",1961,1098,863,"BEXAR"
"706",293128,732,15,25,293128,"3128",68,48,20,"BEXAR"
"707",293129,733,1448,929,293129,"3129",3539,1231,2308,"BEXAR"
"708",293130,734,644,825,293130,"3130",1686,1120,566,"BEXAR"
"709",293131,735,0,2,293131,"3131",6,3,3,"BEXAR"
"710",293132,736,590,312,293132,"3132",2834,871,1963,"BEXAR"
"711",293133,737,0,0,293133,"3133",0,0,0,"BEXAR"
"712",293134,738,1213,509,293134,"3134",3462,1091,2371,"BEXAR"
"713",293135,739,432,239,293135,"3135",1211,540,671,"BEXAR"
"714",293136,740,571,418,293136,"3136",2065,627,1438,"BEXAR"
"715",293137,741,1104,1275,293137,"3137",3722,1490,2232,"BEXAR"
"716",293138,742,13,31,293138,"3138",71,36,35,"BEXAR"
"717",293140,746,14,4,293140,"3140",43,11,32,"BEXAR"
"718",293141,747,3,0,293141,"3141",411,118,293,"BEXAR"
"719",293142,748,215,130,293142,"3142",1080,372,708,"BEXAR"
"720",293143,749,640,500,293143,"3143",1646,628,1018,"BEXAR"
"721",293144,750,224,168,293144,"3144",447,208,239,"BEXAR"
"722",293145,751,1397,1361,293145,"3145",4052,1921,2131,"BEXAR"
"723",293146,752,1597,880,293146,"3146",4643,1701,2942,"BEXAR"
"724",293147,753,48,16,293147,"3147",116,74,42,"BEXAR"
"725",293148,754,460,589,293148,"3148",1361,687,674,"BEXAR"
"726",293149,755,920,250,293149,"3149",4491,1082,3409,"BEXAR"
"727",293150,756,15,15,293150,"3150",35,4,31,"BEXAR"
"728",293151,757,1081,1323,293151,"3151",3369,1625,1744,"BEXAR"
"729",293152,758,278,343,293152,"3152",743,388,355,"BEXAR"
"730",293153,759,589,575,293153,"3153",1642,829,813,"BEXAR"
"731",293154,760,600,723,293154,"3154",1689,1109,580,"BEXAR"
"732",293155,761,1019,1206,293155,"3155",3093,1555,1538,"BEXAR"
"733",293156,762,7,7,293156,"3156",0,0,0,"BEXAR"
"734",293157,763,1054,1038,293157,"3157",2697,1611,1086,"BEXAR"
"735",293158,764,29,31,293158,"3158",101,30,71,"BEXAR"
"736",293159,765,929,564,293159,"3159",3963,1189,2774,"BEXAR"
"737",293160,766,577,680,293160,"3160",1751,872,879,"BEXAR"
"738",293161,767,1096,671,293161,"3161",4480,1438,3042,"BEXAR"
"739",293162,768,1131,839,293162,"3162",4217,1816,2401,"BEXAR"
"740",293163,769,928,1063,293163,"3163",2748,1477,1271,"BEXAR"
"741",293164,770,610,965,293164,"3164",2054,1209,845,"BEXAR"
"742",293165,771,1413,1517,293165,"3165",4152,2049,2103,"BEXAR"
"743",293166,772,221,165,293166,"3166",722,246,476,"BEXAR"
"744",293167,773,1,1,293167,"3167",50,16,34,"BEXAR"
"745",293168,774,251,216,293168,"3168",603,222,381,"BEXAR"
"746",293169,775,39,68,293169,"3169",189,96,93,"BEXAR"
"747",293170,776,0,0,293170,"3170",1,0,1,"BEXAR"
"748",293171,777,0,0,293171,"3171",0,0,0,"BEXAR"
"749",293172,778,265,131,293172,"3172",737,216,521,"BEXAR"
