CNTYVTD,VTDKEY,Voter_Registration,Turnout,Spanish_Surname_Voter_Registration,Spanish_Surname_Turnout
"1134513",2799,2994,1466,1024,0.336283185840708
"1134514",2800,1451,885,489,0.313657407407407
"1134515",2801,2320,1118,1465,0.617117117117117
"1134516",2802,47,18,31,0.588235294117647
"1134517",2803,3221,2281,549,0.165791776027996
"1134518",2804,2117,1210,713,0.316225165562914
"1134519",2805,3190,2425,589,0.183606557377049
"1134520",2806,1058,598,566,0.537437603993344
"1134521",2807,4320,2983,1307,0.28313856427379
"1134522",2808,3850,2634,842,0.192048012003001
"1134523",2809,557,453,57,0.108225108225108
"1134525",2810,1494,837,603,0.374848851269649
"1134527",2811,1830,919,1089,0.594950603732162
"1134528",2812,0,0,0,0
"1134529",2813,759,543,138,0.183970856102004
"1134530",2814,364,155,115,0.24375
"1134531",2815,607,351,247,0.355300859598854
"1134532",2816,331,196,177,0.515463917525773
"1134533",2817,1074,691,481,0.411764705882353
"1134534",2818,97,49,63,0.634615384615385
"1134535",2819,926,506,523,0.533864541832669
"1134536",2820,47,29,20,0.517241379310345
"1134537",2821,3,3,0,0
"1134538",2822,969,529,364,0.377906976744186
"1134539",2823,0,0,0,0
"1134541",2824,0,0,0,0
"1134542",2825,0,0,0,0
"1134554",2826,60,33,15,0.3125
"1134555",2827,34,19,10,0.315789473684211
"1134557",2828,0,0,0,0
"1134558",2829,0,0,0,0
"1134559",2830,0,0,0,0
"1134600",2831,2489,1683,554,0.201796407185629
"1134601",2832,3980,2653,1150,0.282031842304776
"1134602",2833,2077,1308,775,0.349157733537519
"1134603",2834,81,29,43,0.46875
"1134604",2835,3064,1856,1143,0.350108225108225
"1134605",2836,2589,1582,791,0.279187817258883
"1134606",2837,2989,1779,1189,0.364050056882821
"1134607",2838,1957,1109,898,0.41780199818347
"1134608",2839,3735,2301,604,0.155719878207916
"1134609",2840,2123,1113,631,0.273636363636364
"1134610",2841,2395,1550,697,0.276595744680851
"1134611",2842,1783,1052,627,0.313218390804598
"1134612",2843,340,229,104,0.323008849557522
"1134613",2844,839,442,428,0.518433179723502
"1134614",2845,521,388,64,0.116161616161616
"1134615",2846,226,133,104,0.417910447761194
"1134616",2847,1370,784,617,0.407643312101911
"1134617",2848,185,123,45,0.195121951219512
"1134618",2849,482,304,225,0.438311688311688
"1134619",2850,1301,967,315,0.224719101123595
"1134620",2851,1705,1095,486,0.25092936802974
"1134621",2852,3815,2298,661,0.172383073496659
"1134622",2853,2021,1302,528,0.264957264957265
"1134623",2854,2589,1601,1035,0.397862979258328
"1134624",2855,1693,1131,526,0.310008857395926
"1134625",2856,2210,1570,384,0.164507772020725
"1134626",2857,2786,2037,569,0.190688459633482
"1134627",2858,4328,3034,331,0.102155887230514
"1134628",2859,2244,1244,275,0.127257799671593
"1134629",2860,1448,859,359,0.209891435464415
"1134630",2861,1591,1108,253,0.147272727272727
"1134631",2862,1252,898,267,0.194961664841183
"1134632",2863,1973,1288,210,0.0877742946708464
"1134633",2864,1049,627,123,0.0856219709208401
"1134634",2865,3879,2706,327,0.0824626865671642
"1134639",2866,710,388,239,0.335051546391753
"1134640",2867,2860,1761,388,0.131487889273356
"1134641",2868,569,369,197,0.340782122905028
"1134642",2869,187,96,68,0.382978723404255
"1134644",2870,14,11,0,0
"1134646",2871,604,343,203,0.340175953079179
"1134648",2872,2397,1447,293,0.116065109695683
"1134649",2873,122,49,71,0.591836734693878
"1134651",2874,75,25,54,0.62962962962963
"1134652",2875,865,425,460,0.5
"1134653",2876,128,49,45,0.369565217391304
"1134654",2877,1254,690,557,0.423076923076923
"1134655",2878,52,48,7,0.106382978723404
"1134656",2879,149,85,44,0.337209302325581
"1134657",2880,109,47,24,0.22
"1134658",2881,93,57,36,0.327272727272727
"1134659",2882,239,144,111,0.482758620689655
"1134660",2883,46,23,21,0.391304347826087
"1134661",2884,993,524,544,0.521400778210117
"1134662",2885,336,189,154,0.459893048128342
"1134663",2886,0,0,0,0
"1134664",2887,1096,767,219,0.0996068152031455
"1134665",2888,0,0,0,0
"1134667",2889,0,0,0,0
"1134673",2890,0,0,0,0
"1134674",2891,0,0,0,0
"1134675",2892,135,66,67,0.492307692307692
"1134677",2893,520,431,11,0.0460526315789474
"1134678",2894,117,97,14,0.0392156862745098
"1150001",2895,1496,639,960,0.53968253968254
"1150002",2896,1528,645,1035,0.539634146341463
"1150003",2897,1733,1112,633,0.285075960679178
"1150004",2898,1653,961,681,0.252598752598753
"1150005",2899,174,101,43,0.087378640776699
"1150011",2900,186,105,70,0.208695652173913
"1150012",2901,71,61,16,0.2
"1150013",2902,127,97,29,0.171717171717172
"1150017",2903,121,64,46,0.104477611940299
"1170001",2904,2050,943,1311,0.466315789473684
"1170002",2905,2028,888,1416,0.547619047619048
"1170003",2906,2769,1754,999,0.289920724801812
"1170004",2907,2044,1023,1285,0.501483679525223
"1190001",2908,813,581,28,0.0233333333333333
"1190003",2909,517,266,29,0.0284697508896797
"1190004",2910,691,420,31,0.0364963503649635
"1190005",2911,940,611,65,0.0609555189456343
"1190007",2912,264,179,4,0
"1190009",2913,271,221,0,0
"1190010",2914,442,322,23,0.0526315789473684
"1211000",2915,3105,2305,211,0.0549637835534725
"1211001",2916,1553,1132,124,0.0756376429199648
"1211002",2917,220,161,14,0.0679012345679012
"1211003",2918,1928,1421,156,0.0763305322128852
"1211004",2919,3169,2197,344,0.0880782918149466
"1211005",2920,4,2,2,0
"1211006",2921,5,2,0,0
"1211007",2922,1371,1038,84,0.0554493307839388
"1211008",2923,3646,2570,361,0.0770428015564202
"1211009",2924,223,156,20,0.0728476821192053
"1211010",2925,3623,2717,215,0.0429246998908694
"1211011",2926,1634,1294,88,0.0512434061793519
"1211012",2927,792,583,102,0.0942148760330579
"1211013",2928,2505,1844,198,0.0958617077003667
"1211014",2929,2447,1980,286,0.0998580217699953
"1211015",2930,1075,884,124,0.0963730569948187
"1211016",2931,3309,2690,275,0.0738719068413392
"1211017",2932,2721,2210,200,0.0743362831858407
"1211018",2933,553,495,42,0.0542056074766355
"1211019",2934,2711,2234,138,0.0503311258278146
"1211020",2935,2265,1788,101,0.0465116279069767
"1211021",2936,3306,2527,195,0.0566112430720507
"1211022",2937,3581,2989,160,0.0453359425962166
"1211023",2938,2243,1749,82,0.0465380249716232
"1211024",2939,3485,2805,215,0.0610278372591006
"1211025",2940,1929,1554,119,0.0625806451612903
"1211026",2941,4974,4394,118,0.0235400633770937
"1211027",2942,802,551,83,0.195612431444241
"1211028",2943,276,189,86,0.196808510638298
"1211029",2944,84,58,69,0.192982456140351
"1211030",2945,17,12,4,0.0833333333333333
"1211031",2946,2676,1897,294,0.110352075669995
"1211032",2947,4714,3707,276,0.0566495818721338
"1211033",2948,2982,2331,128,0.0444634459170586
"1211034",2949,966,689,71,0.0894660894660895
"1211035",2950,4822,3382,848,0.160178306092125
"1211036",2951,3723,2871,324,0.0806115357887422
"1211037",2952,1616,1245,136,0.0822683706070288
"1211038",2953,1249,962,146,0.0904365904365904
"1211039",2954,773,624,36,0.0825545171339564
"1211040",2955,1008,780,69,0.0890322580645161
"1211041",2956,4030,3108,374,0.0900290416263311
"1211042",2957,2683,1994,322,0.115656565656566
"1211043",2958,1755,1463,144,0.0804973821989529
"1211044",2959,1455,1150,129,0.0914429530201342
"1211045",2960,3262,2582,305,0.0918253079507279
"1211046",2961,867,637,61,0.0571428571428571
"1211047",2962,3657,2772,365,0.093124772644598
"1211048",2963,3254,2274,280,0.0849471830985915
"1211049",2964,4004,2960,369,0.0898000677736361
"1211050",2965,492,361,60,0.0831024930747922
"1211051",2966,565,459,52,0.102459016393443
"1211052",2967,2598,2103,251,0.101694915254237
"1211053",2968,535,424,52,0.0954545454545455
"1211054",2969,2622,1931,247,0.095952023988006
"1211055",2970,987,734,54,0.0936227951153324
"1211056",2971,1179,894,152,0.0945054945054945
"1211057",2972,794,533,222,0.130514705882353
"1211058",2973,2643,1771,246,0.129690949227373
"1211059",2974,2773,2086,284,0.0854740775338627
"1211060",2975,1342,986,95,0.0587064676616915
"1211061",2976,3286,2241,488,0.139351446099912
"1211062",2977,2518,1825,247,0.0871683811586356
"1211063",2978,1786,1363,158,0.100071994240461
"1211064",2979,2843,2209,199,0.0641200545702592
"1211065",2980,1211,751,134,0.144179894179894
"1211066",2981,226,140,12,0.142857142857143
"1212067",2982,1989,1227,437,0.139384116693679
"1212068",2983,3936,2940,429,0.0968286099865047
"1212069",2984,2686,2022,263,0.0999507631708518
"1212070",2985,142,132,14,0.0745341614906832
"1212071",2986,4424,3477,286,0.058687481931194
"1212072",2987,3833,2826,414,0.107839659453707
"1212073",2988,4192,3101,389,0.0874879382438083
"1212074",2989,2295,1775,108,0.0368303571428571
"1212075",2990,782,506,209,0.19047619047619
"1212076",2991,3035,2050,406,0.157093765341188
"1212077",2992,3429,2521,683,0.13531746031746
"1212078",2993,1821,1424,174,0.124036440084093
"1212079",2994,3321,2631,137,0.0729166666666667
"1212080",2995,2854,2225,194,0.0481497993758359
"1212081",2996,3726,3055,238,0.0613437195715677
"1212082",2997,1202,979,65,0.0535894843276036
"1212083",2998,1808,1450,131,0.0746064339493498
"1212084",2999,3689,2702,638,0.118513065881487
"1212085",3000,3947,2851,407,0.0998598458304134
"1212086",3001,3248,2337,380,0.104856037816932
"1212087",3002,4225,2955,666,0.145925673371974
"1212088",3003,2412,1630,430,0.172982885085575
"1212089",3004,3199,2499,159,0.046781287485006
"1212090",3005,4547,3112,565,0.108247422680412
"1212091",3006,4474,3578,191,0.0433081866443141
"1212092",3007,4093,2953,378,0.0769487008660893
"1212093",3008,388,280,21,0.0774647887323944
"1212094",3009,3032,2359,212,0.0644095788604459
"1212095",3010,2686,2211,104,0.0401262398557259
"1212096",3011,3552,2903,150,0.0447658402203857
"1212097",3012,4273,3341,340,0.0765124555160142
"1212098",3013,517,372,17,0.0742705570291777
"1212099",3014,2942,2339,135,0.0781648258283772
"1212100",3015,4277,2471,452,0.102584814216478
"1212101",3016,4186,2567,394,0.089728453364817
"1212102",3017,5382,3285,733,0.134232301562979
"1212103",3018,2307,1555,671,0.256756756756757
"1212104",3019,3737,2545,845,0.202819107282694
"1212105",3020,2325,1802,249,0.102202145680407
"1212106",3021,4001,2946,378,0.0931763075857291
"1212107",3022,3891,3045,310,0.0896551724137931
"1212108",3023,2071,1490,462,0.144204851752022
"1212109",3024,3747,2674,552,0.15047258979206
"1212110",3025,2642,1901,347,0.110359187922957
"1212111",3026,4414,3155,395,0.0851131654446924
"1212112",3027,1734,1315,173,0.0801850424055513
"1212113",3028,3597,2719,292,0.0889458272327965
"1212114",3029,1911,1452,126,0.0808362369337979
"1213115",3030,3104,2303,228,0.0661410424879545
"1213116",3031,5202,3812,326,0.0639703938673011
"1213117",3032,987,634,188,0.1546875
"1213118",3033,2510,1657,158,0.101334951456311
"1213119",3034,182,120,4,0.108333333333333
"1213120",3035,2065,1367,416,0.104874446085672
"1213121",3036,2336,1473,557,0.179661016949153
"1213122",3037,2462,1473,246,0.104651162790698
"1213123",3038,5180,3546,502,0.0955818654345943
"1213124",3039,226,180,4,0.0162162162162162
"1213125",3040,476,380,47,0.0976253298153034
"1213126",3041,2427,1473,303,0.113714679531358
"1213127",3042,4454,2476,543,0.103706788837984
"1213128",3043,2589,1757,345,0.118937644341801
"1213129",3044,2196,1645,224,0.0917375455650061
"1213130",3045,5248,3104,1281,0.223234624145786
"1213131",3046,4342,2978,441,0.104659014179608
"1213132",3047,3114,2226,392,0.107594936708861
"1213133",3048,5127,3831,543,0.0963569165786695
"1213134",3049,2116,1564,196,0.0845706907682376
"1213135",3050,5036,3303,1022,0.17045110505601
"1213136",3051,1834,1400,191,0.101139601139601
"1213137",3052,2778,1963,390,0.127040816326531
"1213138",3053,3647,2952,175,0.0460548594649509
"1213139",3054,4430,3440,201,0.0451745379876797
"1213140",3055,4288,3413,189,0.0441306266548985
"1213141",3056,3961,3179,95,0.036817472698908
"1213142",3057,665,533,83,0.0335820895522388
"1213143",3058,1757,1365,129,0.0679970436067997
"1213144",3059,3626,2905,216,0.0577654790729851
"1213145",3060,4594,3556,303,0.0654205607476635
"1213146",3061,2666,2096,210,0.0744834214320038
"1213147",3062,4505,3441,236,0.0522322731251824
"1213148",3063,2827,1986,251,0.0869120654396728
"1213149",3064,2821,2154,214,0.0762979683972912
"1213150",3065,2790,2051,244,0.0825098814229249
"1213151",3066,3489,2776,192,0.0523446019629226
"1213152",3067,2190,1726,112,0.0453501722158439
"1213153",3068,3082,2494,136,0.044435548438751
"1213154",3069,3121,2491,134,0.0467176802255336
"1213155",3070,4292,3463,242,0.0518840579710145
"1213156",3071,895,721,32,0.0260989010989011
"1213157",3072,357,285,8,0.0277777777777778
"1213158",3073,3721,2924,269,0.076534052596089
"1213159",3074,4618,3080,565,0.111583769633508
"1213160",3075,3461,2701,289,0.0782225486595667
"1214161",3076,3058,2106,510,0.14952380952381
"1214162A",3077,505,375,48,0.0913978494623656
"1214162B",3078,102,75,9,0.0810810810810811
"1214163",3079,2856,2080,428,0.12960306073649
"1214164",3080,4666,3467,486,0.091703056768559
"1214165",3081,6146,3755,838,0.123920086393089
"1214166",3082,2213,1458,349,0.145604395604396
"1214167",3083,4231,2462,955,0.200082000820008
"1214168",3084,1847,1243,182,0.0847322142286171
"1214169",3085,2748,1897,253,0.0886208704771893
"1214170",3086,4753,2727,876,0.182751540041068
"1214171",3087,406,255,55,0.121673003802281
"1214172",3088,2211,1328,321,0.138697318007663
"1214173",3089,14,8,1,0.125
"1214174",3090,2023,1199,289,0.141541038525963
"1214175",3091,380,220,47,0.111111111111111
"1214176",3092,2796,2138,170,0.0548327137546468
"1214177",3093,898,536,106,0.11731843575419
"1214178",3094,2029,1315,312,0.136954858454476
"1214179",3095,3446,2706,355,0.0994173343044428
"1214180",3096,1303,1056,75,0.0525830258302583
"1214181",3097,4518,3399,541,0.112422543523163
"1214182",3098,125,96,3,0.0520833333333333
"1214183",3099,519,418,16,0.0376470588235294
"1214184",3100,3970,3160,244,0.0628911138923655
"1214185",3101,1739,1551,25,0.0152866242038217
"1214186",3102,2865,2557,66,0.0166925465838509
"1214187",3103,2094,1198,438,0.182876142975894
"1214188",3104,2,1,0,0
"1214189",3105,643,466,97,0.0872340425531915
"1214190",3106,2948,2184,290,0.0827272727272727
"1214191",3107,1984,1467,180,0.0790540540540541
"1214192",3108,1442,1069,137,0.0881542699724518
"1214193",3109,4131,3092,324,0.070919689119171
"1214194",3110,531,405,32,0.0603864734299517
"1214195",3111,493,401,17,0.0690476190476191
"1214196",3112,3551,2913,247,0.0729783037475345
"1214197",3113,1426,1147,47,0.035958904109589
"1214198",3114,3035,2445,123,0.0354838709677419
"1214199",3115,57,46,0,0.0652173913043478
"1214200",3116,61,49,2,0.0612244897959184
"1214201",3117,2114,1691,126,0.0568383658969805
"1214202",3118,3699,3034,208,0.060291734197731
"1214203",3119,3267,2672,170,0.0509672619047619
"1214204",3120,3287,2544,177,0.0521121200157916
"1214205A",3121,3536,2836,167,0.0448585231193927
"1214205B",3122,289,231,8,0.0420168067226891
"1214206",3123,2629,2101,99,0.037405303030303
"1214207",3124,1435,1144,53,0.0394849785407725
"1214208",3125,1321,1144,116,0.0861040068201194
"1214209",3126,2611,1939,329,0.0741503604531411
"1214210",3127,5420,4346,275,0.0491879350348028
"1214211",3128,4363,3579,179,0.0406189555125725
"1214212",3129,535,403,18,0.035
"1214213",3130,1250,923,66,0.0668127053669222
"1214214",3131,1963,1468,118,0.0832769126607989
"1214215",3132,2673,2155,150,0.0597355221158231
"1214216",3133,1226,1003,125,0.0725883476599809
"1214217",3134,1537,1260,107,0.0730593607305936
"1214218",3135,424,343,30,0.0589887640449438
"1214219",3136,3165,2433,230,0.0581395348837209
"1214220",3137,2353,1622,270,0.0920170627666057
"1214221",3138,201,141,24,0.105633802816901
"1214222",3139,3537,2489,412,0.109474522292994
"1214223",3140,2443,1971,185,0.0593220338983051
"1214224",3141,1673,1171,172,0.100506756756757
"1219100",3142,0,0,0,0
"1219101",3143,0,0,0,0
"1219102",3144,2,0,2,0
"1219200",3145,0,0,0,0
"1219201",3146,0,0,0,0
"1219202",3147,0,0,0,0
"1219203",3148,0,0,0,0
"1219204",3149,0,0,0,0
"1219300",3150,0,0,0,0
"1219301",3151,0,0,0,0
"1219302",3152,0,0,0,0
"1219303",3153,0,0,0,0
"1219304",3154,0,0,0,0
"1230101",3155,1670,1220,309,0.12876254180602
"1230102",3156,1319,592,633,0.413398692810457
"1230201",3157,534,375,97,0.121134020618557
"1230202",3158,1203,764,241,0.135678391959799
"1230203",3159,1033,709,184,0.115117891816921
"1230301",3160,1493,1010,392,0.179786200194363
"1230302",3161,1263,814,346,0.208972845336482
"1230303",3162,434,304,89,0.137254901960784
"1230401",3163,2038,1441,344,0.131972789115646
"1230402",3164,1071,889,88,0.0635775862068965
"1250001",3165,77,64,4,0.0161290322580645
"1250002",3166,140,114,15,0.0884955752212389
"1250003",3167,324,239,56,0.152542372881356
"1250004",3168,282,173,99,0.169590643274854
"1250005",3169,200,168,19,0.101796407185629
"1250006",3170,304,243,31,0.0878661087866109
"1270001",3171,1715,903,1353,0.759507829977629
"1270002",3172,1776,828,1514,0.816969696969697
"1270003",3173,547,273,452,0.798534798534799
"1270004",3174,83,65,54,0.634920634920635
"1270005",3175,1086,622,983,0.901477832512315
"1270006",3176,1287,610,1056,0.760655737704918
"1270007",3177,835,421,721,0.822815533980582
"1290101",3178,523,392,15,0.0271604938271605
"1290201",3179,634,419,26,0.0302375809935205
"1290301",3180,284,182,17,0.0390243902439024
"1290303",3181,303,258,13,0.00454545454545455
"1290401",3182,568,397,36,0.0484330484330484
"1310001",3183,2163,1337,1923,0.894658753709199
"1310002",3184,1326,921,1202,0.906695938529089
"1310003",3185,518,275,458,0.860714285714286
"1310004",3186,188,97,151,0.735294117647059
"1310005",3187,406,271,343,0.834532374100719
"1310006",3188,165,98,144,0.842105263157895
"1310007",3189,107,95,74,0.688888888888889
"1310008",3190,2174,1373,1658,0.753790613718412
"1310009",3191,1282,738,1143,0.891102257636122
"1330001",3192,2835,1910,264,0.0646687697160883
"1330002",3193,375,264,33,0.0684410646387833
"1330003",3194,1987,1049,230,0.080188679245283
"1330004",3195,317,246,25,0.0530612244897959
"1330005",3196,714,473,161,0.151898734177215
"1330006",3197,350,274,14,0.0290909090909091
"1330007",3198,2065,1502,83,0.0320213475650434
"1330008",3199,2959,2098,221,0.049400479616307
"1330009",3200,594,477,31,0.0362473347547974
"1350101",3201,3201,1652,1734,0.421375921375921
"1350102",3202,2485,1232,1589,0.54412955465587
"1350103",3203,2112,953,1076,0.398692810457516
"1350104",3204,2526,1330,1150,0.425190839694656
"1350108",3205,2361,1323,707,0.267804154302671
"1350109",3206,237,153,16,0.0463576158940397
"1350110",3207,2828,1877,1057,0.347916666666667
"1350111",3208,2093,1398,823,0.353393981805458
"1350201",3209,3023,2139,706,0.212775735294118
"1350202",3210,2815,1951,681,0.204956117707796
"1350203",3211,4419,3081,980,0.206863373957665
"1350204",3212,3175,2128,837,0.215695488721805
"1350205",3213,2087,1379,616,0.266955266955267
"1350206",3214,1520,1007,412,0.215430861723447
"1350207",3215,1993,1384,365,0.155021834061135
