CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"0293192",798,0,0,0,0,0
"0293193",799,76,79,1,0,0
"0293194",800,1299,1997,52,10,1
"0293195",801,925,325,21,5,2
"0293196",802,2,10,0,0,0
"0293197",803,0,0,0,0,0
"0293198",804,310,269,7,1,0
"0293199",805,1143,1440,19,6,1
"0293200",806,0,0,0,0,0
"0293201",807,1339,2064,41,4,1
"0293202",808,430,441,14,2,1
"0293203",809,152,229,5,0,0
"0293204",810,0,0,0,0,0
"0293205",811,0,0,0,0,0
"0294001",812,1123,463,26,5,2
"0294002",813,364,113,2,3,0
"0294003",814,572,113,8,4,0
"0294004",815,303,97,2,1,0
"0294005",816,823,192,15,8,0
"0294006",817,327,90,5,2,0
"0294007",818,441,377,29,3,0
"0294008",819,261,167,9,1,0
"0294009",820,374,93,2,1,0
"0294010",821,897,163,7,5,1
"0294011",822,476,70,3,4,1
"0294012",823,342,85,1,3,0
"0294013",824,390,144,8,2,0
"0294014",825,194,47,3,2,1
"0294015",826,796,217,11,10,0
"0294016",827,1028,331,16,4,0
"0294017",828,1085,266,30,8,2
"0294018",829,643,171,6,4,0
"0294019",830,1010,449,11,8,0
"0294020",831,495,306,6,3,3
"0294021",832,415,270,3,3,1
"0294022",833,55,49,0,0,0
"0294023",834,942,569,12,5,0
"0294024",835,1093,552,12,10,2
"0294025",836,482,234,8,4,0
"0294026",837,1357,548,11,9,1
"0294027",838,702,290,5,6,2
"0294028",839,1126,357,13,7,1
"0294029",840,980,222,6,11,1
"0294030",841,160,18,0,1,0
"0294031",842,698,276,10,2,1
"0294032",843,679,357,9,5,1
"0294033",844,1343,646,16,11,0
"0294034",845,665,333,7,2,0
"0294035",846,13,10,1,1,0
"0294036",847,1279,277,19,8,0
"0294037",848,734,120,4,2,0
"0294038",849,1284,697,26,5,1
"0294039",850,590,68,3,3,0
"0294040",851,552,117,4,2,0
"0294041",852,964,144,6,8,1
"0294042",853,97,58,2,3,0
"0294043",854,1217,716,30,9,2
"0294044",855,538,298,7,5,2
"0294045",856,936,584,17,6,1
"0294046",857,985,847,31,2,0
"0294047",858,998,548,16,8,2
"0294048",859,765,241,3,7,0
"0294049",860,952,476,25,3,0
"0294050",861,536,627,20,3,1
"0294051",862,659,741,10,10,3
"0294052",863,805,709,22,2,0
"0294053",864,852,574,20,3,0
"0294054",865,1434,1179,40,9,1
"0294055",866,505,564,20,9,2
"0294056",867,1037,1065,27,13,1
"0294057",868,530,799,14,0,1
"0294058",869,492,788,10,3,0
"0294059",870,799,685,25,4,1
"0294060",871,715,494,11,6,2
"0294061",872,931,400,17,8,1
"0294062",873,310,146,1,2,0
"0294063",874,314,208,11,1,0
"0294064",875,807,663,17,4,2
"0294065",876,743,297,11,4,3
"0294066",877,1414,701,25,5,1
"0294067",878,583,441,14,5,1
"0294068",879,310,163,5,1,1
"0294069",880,293,471,6,1,0
"0294070",881,1492,601,21,11,0
"0294071",882,202,973,13,1,0
"0294072",883,637,1558,22,1,2
"0294073",884,538,549,9,3,1
"0294074",885,581,717,21,5,0
"0294075",886,301,80,0,2,0
"0294076",887,1310,710,26,8,1
"0294077",888,1331,812,20,12,1
"0294078",889,232,741,5,3,0
"0294079",890,496,585,13,2,0
"0294080",891,871,475,12,5,1
"0294081",892,183,205,12,2,0
"0294082",893,766,183,9,9,1
"0294083",894,327,221,21,3,0
"0294084",895,274,99,5,3,1
"0294085",896,5,35,1,0,0
"0294086",897,118,207,1,3,0
"0294087",898,1158,605,15,6,1
"0294088",899,1668,777,29,13,1
"0294089",900,1250,938,35,5,1
"0294090",901,741,633,27,5,1
"0294091",902,444,233,6,7,0
"0294092",903,568,571,6,6,0
"0294093",904,991,790,25,7,2
"0294094",905,671,575,16,5,1
"0294095",906,636,508,19,3,1
"0294096",907,950,571,19,8,1
"0294097",908,762,689,23,4,1
"0294098",909,564,505,17,7,1
"0294099",910,474,281,16,4,0
"0294100",911,393,293,9,2,0
"0294101",912,295,435,11,1,1
"0294102",913,311,162,3,2,0
"0294103",914,0,0,0,0,0
"0294104",915,748,638,13,2,0
"0294105",916,376,466,12,3,0
"0294106",917,180,75,3,2,0
"0294107",918,485,424,11,1,1
"0294108",919,1305,949,37,5,0
"0294109",920,556,334,14,4,0
"0294110",921,614,183,13,10,0
"0294111",922,172,22,6,1,1
"0294112",923,296,320,2,1,0
"0294113",924,411,96,0,3,0
"0294114",925,31,16,0,0,0
"0294115",926,71,81,0,0,0
"0294116",927,19,16,0,0,0
"0294117",928,219,173,2,1,0
"0294118",929,15,40,2,0,0
"0294119",930,326,98,5,2,1
"0294120",931,74,36,3,0,0
"0294121",932,57,84,0,0,0
"0294122",933,40,14,1,0,0
"0294123",934,70,23,0,0,0
"0294124",935,835,296,6,10,0
"0294125",936,23,14,1,3,0
"0294126",937,589,655,9,2,1
"0294127",938,19,13,0,0,0
"0294128",939,81,39,2,0,0
"0294129",940,20,63,0,0,0
"0294130",941,305,249,13,2,0
"0294131",942,166,76,3,0,0
"0294132",943,1077,569,27,10,2
"0294133",944,3,15,0,0,0
"0294134",945,3,1,0,0,0
"0294135",946,0,0,0,0,0
"0294136",947,349,381,14,3,0
"0294137",948,14,75,0,0,1
"0294138",949,0,0,0,0,0
"0294139",950,0,0,0,1,0
"0294140",951,0,0,0,0,0
"0294141",952,118,37,2,2,0
"0294142",953,296,58,3,3,0
"0294143",954,1102,434,25,10,3
"0294144",955,155,237,8,1,0
"0294145",956,3,2,0,0,0
"0294146",957,11,7,0,0,0
"0294147",958,124,93,3,1,0
"0294148",959,50,49,0,0,0
"0294149",960,169,102,6,1,0
"0294150",961,815,377,16,5,1
"0294151",962,99,339,4,1,0
"0294152",963,789,476,19,7,2
"0294153",964,58,53,0,0,0
"0294154",965,262,196,4,0,0
"0294155",966,1243,366,24,8,0
"0294156",967,496,210,10,3,1
"0294157",968,850,192,9,6,0
"0294158",969,199,116,5,3,0
"0294159",970,4,9,0,0,0
"0294160",971,860,375,12,5,1
"0294161",972,360,65,3,3,0
"0294162",973,877,708,24,9,2
"0294163",974,929,456,17,8,0
"0294164",975,694,901,28,2,1
"0294165",976,23,47,1,0,0
"0294166",977,159,69,1,0,0
"0294167",978,6,11,0,0,0
"0294168",979,980,452,21,4,0
"0294169",980,111,140,2,1,0
"0294170",981,140,105,2,0,0
"0294171",982,466,456,12,5,0
"0294172",983,509,413,9,5,1
"0294173",984,580,514,23,3,1
"0294174",985,530,346,16,3,0
"0294175",986,0,0,0,0,0
"0294176",987,347,371,10,1,0
"0294177",988,25,2,1,0,0
"0294178",989,2,0,0,0,0
"0294179",990,1066,927,37,9,1
"0294180",991,0,3,0,0,0
"0294181",992,0,1,0,0,0
"0294182",993,0,0,0,0,0
"0294183",994,53,13,1,0,0
"0294184",995,10,1,0,0,0
"0294185",996,0,1,0,0,0
"0294186",997,62,13,1,1,0
"0294187",998,0,0,0,0,0
"0294188",999,0,0,0,0,0
"0294189",1000,395,189,4,1,0
"0294190",1001,0,1,1,0,0
"0294191",1002,1,0,0,0,0
"0294192",1003,0,0,0,0,0
"0294193",1004,26,13,0,0,0
"0294194",1005,238,214,7,3,0
"0294195",1006,0,0,0,0,0
"0294196",1007,0,0,0,0,0
"0294197",1008,2,1,0,0,0
"0294198",1009,729,269,11,4,1
"0294199",1010,520,307,17,5,0
"0294200",1011,1318,657,27,11,0
"0294201",1012,3,10,0,0,0
"0294202",1013,0,0,0,0,0
"0294203",1014,215,43,3,1,0
"0294204",1015,3,1,0,0,0
"0294205",1016,45,40,0,0,0
"0294206",1017,189,148,10,2,0
"0294207",1018,0,0,0,0,0
"0294208",1019,0,0,0,0,0
"0294209",1020,11,35,0,0,0
"0294210",1021,8,3,1,0,0
"0294211",1022,18,2,0,1,0
"0294212",1023,0,0,0,0,0
"0294213",1024,17,10,0,0,0
"0294214",1025,615,459,12,8,1
"0294215",1026,60,54,1,0,0
"0294216",1027,265,192,5,5,0
"0294217",1028,55,23,1,0,0
"0294218",1029,66,23,2,0,0
"0294219",1030,0,0,0,0,0
"0294220",1031,2,0,0,0,0
"0294221",1032,0,0,0,0,0
"0294222",1033,136,73,2,1,0
"0294223",1034,9,7,0,0,0
"0294224",1035,0,0,0,0,0
"0294225",1036,205,253,10,3,1
"0294226",1037,53,68,2,1,0
"0294227",1038,0,0,0,0,0
"0294228",1039,294,124,6,1,0
"0294229",1040,919,369,11,3,0
"0294230",1041,911,359,17,5,2
"0310102",1042,434,1316,20,5,3
"0310201",1043,478,1366,18,3,2
"0310302",1044,343,811,6,1,4
"0310303",1045,172,553,7,1,2
"0310401",1046,484,1397,21,5,7
"0330004",1047,2,79,0,0,0
"033001A",1048,2,57,1,1,0
"033001B",1049,2,44,0,0,0
"033002A",1050,4,62,1,0,0
"033002B",1051,1,41,0,0,0
"033003A",1052,3,65,0,0,0
"033003B",1053,2,49,0,0,0
"0350001",1054,62,489,2,0,2
"0350002",1055,108,503,4,2,3
"0350003",1056,127,725,11,1,2
"0350004",1057,45,309,2,0,0
"0350005",1058,243,980,6,1,0
"0350006",1059,168,774,5,1,2
"0350007",1060,78,449,4,1,0
"0350008",1061,322,1319,22,3,3
"0350009",1062,107,533,5,0,0
"0350010",1063,203,846,14,0,1
"0350011",1064,98,542,8,4,1
"0370007",1065,902,1637,29,9,4
"0370009",1066,635,1239,22,4,5
"0370010",1067,266,1139,14,2,1
"0370011",1068,83,562,4,0,0
"0370012",1069,228,1598,13,5,3
"0370013",1070,5,6,0,0,0
"0370014",1071,138,368,1,0,0
"0370015",1072,45,354,4,0,0
"0370016",1073,83,862,9,0,0
"0370017",1074,160,1072,7,2,1
"0370018",1075,281,1356,17,4,1
"0370019",1076,38,591,2,0,0
"037001A",1077,482,76,6,2,2
"037001B",1078,452,204,3,2,0
"0370020",1079,75,137,1,1,1
"0370021",1080,38,134,1,2,1
"0370022",1081,22,140,1,0,0
"0370024",1082,42,379,1,1,0
"0370025",1083,151,711,4,3,2
"0370027",1084,18,478,4,0,0
"0370028",1085,34,542,1,1,0
"0370029",1086,30,232,1,0,0
"037002A",1087,501,146,5,1,2
"037002B",1088,156,68,2,2,0
"037002C",1089,528,76,3,2,0
"037002D",1090,14,12,1,0,0
"0370030",1091,387,1296,14,6,4
"037003A",1092,326,534,3,2,3
"037003B",1093,345,330,5,5,4
"037004A",1094,312,227,2,1,3
"037004B",1095,301,486,8,0,0
"037004C",1096,299,310,5,2,2
"037004D",1097,11,21,0,0,0
"037005A",1098,55,87,1,1,1
"037005B",1099,1,0,0,0,0
"037005C",1100,775,2502,27,5,7
"037006A",1101,469,1116,15,5,4
"037006B",1102,408,1225,19,5,3
"037008A",1103,298,191,2,1,2
"037008B",1104,546,1605,15,7,2
"037008C",1105,161,737,7,0,1
"037009A",1106,33,52,0,0,0
"037011A",1107,179,1151,11,2,0
"037012A",1108,4,25,0,0,0
"037014A",1109,272,731,5,3,2
"037016A",1110,6,51,1,0,0
"037018A",1111,7,29,1,0,0
"037020A",1112,73,138,0,1,0
"037022A",1113,17,90,0,1,1
"0390001",1114,836,1825,43,7,0
"0390002",1115,666,2003,32,11,1
"0390003",1116,729,2206,34,9,0
"0390004",1117,510,1635,21,4,1
"0390005",1118,340,1124,4,3,0
"0390006",1119,143,988,11,6,0
"0390007",1120,672,741,15,4,1
"0390008",1121,107,459,6,0,0
"0390009",1122,236,375,7,2,0
"0390010",1123,98,585,7,1,0
"0390011",1124,979,1212,22,4,0
"0390012",1125,984,1517,32,7,2
"0390013",1126,1342,1820,53,14,4
"0390014",1127,766,2643,34,7,0
"0390015",1128,201,1554,26,2,0
"0390016",1129,334,849,16,6,0
"0390017",1130,782,771,25,8,1
"0390018",1131,1172,2373,45,5,4
"0390019",1132,526,630,14,2,0
"0390020",1133,208,850,11,1,0
"0390021",1134,1260,953,28,9,1
"0390022",1135,742,2233,61,9,1
"0390023",1136,800,2084,53,9,1
"0390024",1137,225,648,8,2,0
"0390025",1138,261,842,15,3,0
"0390026",1139,1345,1549,26,8,0
"0390027",1140,871,920,11,5,1
"0390028",1141,1296,1815,50,5,1
"0390029",1142,1692,1056,22,6,0
"0390030",1143,471,1731,28,6,0
"0390031",1144,143,704,5,4,0
"0390032",1145,354,1560,13,1,0
"0390033",1146,406,1024,15,1,0
"0390034",1147,950,2908,43,11,0
"0390035",1148,212,991,10,5,0
"0390036",1149,424,754,8,2,1
"0390037",1150,989,1498,34,4,0
"0390038",1151,145,425,6,0,0
"0390039",1152,665,1454,33,8,1
"0390040",1153,541,1155,19,8,0
"0390041",1154,984,652,24,3,0
"0390042",1155,158,305,7,1,0
"0390043",1156,937,2017,44,2,1
"0390044",1157,2010,1249,39,10,2
"0390045",1158,693,1724,42,7,0
"0390046",1159,1135,2090,57,7,0
"0390047",1160,788,1201,29,6,0
"0390048",1161,646,1241,31,4,0
"0390049",1162,177,1093,13,4,0
"0390050",1163,1658,641,21,7,2
"0390051",1164,696,1930,27,8,0
"0390052",1165,760,1533,32,11,0
"0390053",1166,1416,500,14,5,1
"0390054",1167,1400,818,38,8,1
"0390055",1168,677,1502,29,2,0
"0390056",1169,959,2123,57,9,0
"0390057",1170,187,658,6,1,0
"0390058",1171,1558,913,21,6,1
"0390059",1172,1341,617,21,8,1
"0390060",1173,1815,1681,49,11,0
"0390061",1174,156,542,11,0,2
"0390062",1175,1805,1227,35,8,0
"0390063",1176,2231,702,33,9,0
"0390064",1177,6,21,0,0,0
"0390065",1178,657,1401,25,6,0
"0390066",1179,2064,978,21,10,3
"0390067",1180,1407,540,18,3,2
"0390068",1181,1072,523,12,6,1
"0390069",1182,1126,432,10,4,0
"0390070",1183,1539,765,19,9,3
"0390071",1184,545,211,4,1,1
"0390072",1185,1289,589,19,5,0
"0390073",1186,328,402,8,2,1
"0390074",1187,63,201,5,1,0
"0390075",1188,570,1606,23,6,2
"0390076",1189,235,787,12,2,0
"0390077",1190,760,1828,39,12,0
"0390078",1191,957,726,19,4,1
"0410001",1192,327,1279,18,5,0
"0410002",1193,602,1492,37,5,1
"0410003",1194,248,409,7,1,0
"0410004",1195,750,108,3,6,0
"0410005",1196,261,1122,16,1,0
"0410006",1197,133,637,12,1,0
"0410007",1198,222,1206,12,4,0
"0410008",1199,566,490,41,2,3
"0410009",1200,479,549,25,3,3
"0410010",1201,1129,1754,72,6,6
"0410011",1202,1052,831,56,5,4
"0410012",1203,1207,1797,88,10,3
"0410013",1204,689,935,48,7,3
"0410014",1205,1012,455,29,4,1
"0410015",1206,877,1466,38,7,3
"0410016",1207,484,174,11,2,0
"0410017",1208,1080,853,49,10,5
"0410018",1209,259,51,6,1,0
"0410019",1210,142,94,2,1,0
"0410020",1211,1324,920,68,10,5
"0410021",1212,625,290,27,5,2
"0410022",1213,106,95,2,2,0
"0410023",1214,11,52,1,0,0
"0410024",1215,753,737,42,8,7
"0410025",1216,476,76,5,1,0
"0410026",1217,838,1776,45,4,3
"0410027",1218,420,1694,38,2,0
"0410028",1219,49,272,9,1,0
"0410029",1220,215,386,10,0,0
"0410030",1221,821,661,23,4,2
"0410031",1222,978,1045,65,4,4
"0410033",1223,571,352,12,2,3
"0410034",1224,699,514,47,8,4
"0410035",1225,1700,1128,70,14,4
"0410036",1226,1289,1346,67,13,2
"0410037",1227,16,115,1,0,0
"0410038",1228,161,37,0,0,0
"0410039",1229,548,701,28,2,0
"0410040",1230,1050,1574,47,8,5
"0410041",1231,342,765,15,2,1
"0410042",1232,0,0,0,0,0
"0410043",1233,16,6,0,0,0
"0410044",1234,10,76,5,0,0
"0410045",1235,20,70,0,0,0
"0410046",1236,114,130,4,2,0
"0410047",1237,125,143,2,2,0
"0410048",1238,36,126,3,1,0
"0410049",1239,149,52,5,0,0
"0410050",1240,0,2,0,0,0
"0410051",1241,0,0,0,0,0
"0410052",1242,1,9,0,0,0
"0410053",1243,50,48,0,0,0
"0410054",1244,96,403,6,1,0
"0410055",1245,901,779,50,7,4
"0410056",1246,1,11,0,0,0
"0410057",1247,91,43,4,1,0
"0410058",1248,265,275,21,3,2
"0410059",1249,3,18,0,0,0
"0410060",1250,7,70,0,0,0
"0410061",1251,12,35,0,0,0
"0410062",1252,457,672,19,5,2
"0410063",1253,426,910,24,2,1
"0410064",1254,909,2022,35,5,4
"0410065",1255,45,120,0,1,0
"0410067",1256,77,154,6,0,2
"0410068",1257,0,0,0,0,0
"0410069",1258,905,1675,55,5,3
"0410070",1259,397,452,41,1,0
"0410071",1260,18,74,0,0,0
"0410072",1261,9,10,0,0,0
"0410073",1262,566,1408,37,6,3
"0410074",1263,719,452,31,7,2
"0410075",1264,895,640,50,9,5
"0410076",1265,927,1164,53,3,2
"0410077",1266,122,178,0,2,0
"0410078",1267,29,126,1,0,0
"0410079",1268,25,35,1,0,0
"0410080",1269,946,1865,79,10,7
"0410081",1270,19,28,2,0,0
"0410082",1271,63,203,10,0,0
"0410084",1272,1,4,0,0,0
"0410085",1273,0,0,0,0,0
"0410087",1274,0,0,0,0,0
"0410088",1275,840,1787,48,5,6
"0410090",1276,6,10,0,0,0
"0410091A",1277,0,3,0,0,0
"0410091B",1278,0,1,0,0,0
"0410092",1279,0,0,0,0,0
"0410093",1280,0,0,0,0,0
"0410094",1281,0,0,0,0,0
"0410095",1282,0,0,0,0,0
"0410096",1283,0,0,0,0,0
"0410097",1284,0,0,0,0,0
"0410098",1285,1,3,0,0,0
"0410099",1286,0,0,0,0,0
"0410100",1287,509,955,28,4,1
"0410101A",1288,9,16,0,0,0
"0410101B",1289,0,1,0,0,0
"0410102",1290,0,0,0,0,0
"0410105",1291,21,24,0,0,0
"0430001",1292,480,826,26,1,0
"0430002",1293,425,404,21,1,0
"0430003",1294,156,143,4,2,0
"0430004",1295,541,600,18,7,0
"0430005",1296,51,33,2,0,0
"0430006",1297,227,265,7,1,0
"0430007",1298,68,33,1,0,0
"0430008",1299,310,157,10,2,0
"0450001",1300,15,89,1,0,0
"0450002",1301,18,162,0,1,0
"0450003",1302,17,158,5,0,0
"0450004",1303,24,198,1,0,0
"0450006",1304,4,32,0,0,0
"0470001",1305,389,219,2,2,0
"0470002",1306,345,284,3,1,0
"0470003",1307,282,182,4,0,0
"0470004",1308,368,262,1,3,0
"047003S",1309,86,51,0,0,0
"0490101",1310,235,1365,11,3,0
"0490105",1311,172,989,16,2,0
"0490109",1312,17,208,1,1,0
"0490113",1313,202,1096,13,2,1
"0490202",1314,149,654,6,1,0
"0490204",1315,236,755,9,1,0
"0490212",1316,58,567,1,0,1
"0490214",1317,50,498,3,0,1
"0490215",1318,11,197,1,0,0
"0490303",1319,116,524,8,1,1
"0490306",1320,149,1185,14,5,1
"0490307",1321,53,485,6,1,0
"0490308",1322,30,440,4,0,0
"0490316",1323,15,188,2,0,0
"0490318",1324,145,1082,10,1,1
"0490410",1325,178,1565,8,3,0
"0490411",1326,139,576,10,2,0
"0490417",1327,152,1324,11,1,0
"0510113",1328,64,489,0,0,0
"0510114",1329,312,1018,3,5,0
"0510203",1330,59,241,7,0,0
"0510204",1331,48,329,4,0,0
"0510207",1332,103,226,0,0,0
"0510211",1333,140,652,9,0,0
"0510215",1334,69,237,2,3,0
"0510301",1335,210,817,11,1,0
"0510305",1336,73,359,2,0,0
"0510308",1337,64,262,2,0,0
"0510309",1338,104,521,6,3,0
"0510406",1339,279,482,9,0,0
"0510410",1340,263,1110,8,3,0
"0530001",1341,208,942,9,1,3
"0530002",1342,512,1637,30,4,3
"0530003",1343,269,587,9,1,0
"0530004",1344,513,1387,23,3,0
"0530005",1345,226,614,7,1,0
"0530006",1346,119,377,9,1,0
"0530007",1347,117,409,5,0,0
"0530008",1348,168,795,7,0,1
"0530009",1349,424,1657,14,2,0
"0530010",1350,245,970,26,0,0
"0530011",1351,81,468,6,0,0
"0530012",1352,273,1075,16,4,0
"0530013",1353,183,635,12,3,0
"0530014",1354,62,358,4,1,0
"0530015",1355,123,530,7,1,0
"0530016",1356,76,336,4,0,0
"0530017",1357,247,1215,16,3,0
"0530018",1358,244,654,7,0,1
"0530019",1359,772,2264,26,5,1
"0530020",1360,777,1857,31,4,0
"0550100",1361,251,154,7,1,1
"0550101",1362,294,195,7,2,1
"0550102",1363,157,322,4,3,1
"0550103",1364,844,826,25,5,4
"0550104",1365,148,294,4,0,0
"0550108",1366,303,200,6,2,2
"0550111",1367,385,411,14,1,5
"0550201",1368,242,392,10,1,2
"0550202",1369,236,527,10,4,2
"0550203",1370,219,631,12,1,0
"0550204",1371,251,701,11,3,2
"0550205",1372,41,186,0,0,1
"0550206",1373,269,360,2,0,2
"0550300",1374,264,266,15,5,2
"0550301",1375,290,285,12,4,1
"0550302",1376,329,317,8,1,0
"0550303",1377,210,313,3,2,0
"0550305",1378,137,212,7,1,2
"0550306",1379,232,212,5,1,0
"0550400",1380,204,268,5,1,0
"0550401",1381,347,141,4,0,0
"0550402",1382,476,275,8,2,2
"0550404",1383,405,336,7,5,2
"0550405",1384,138,207,4,2,1
"0570001",1385,342,323,8,1,1
"0570002",1386,149,321,1,0,1
"0570003",1387,70,293,1,0,1
"0570004",1388,324,359,5,0,2
"0570005",1389,301,916,8,0,3
"0570006",1390,93,129,0,0,0
"0570007",1391,432,969,18,3,2
"0570008",1392,56,357,3,0,0
"0570009",1393,144,455,4,1,0
"0570010",1394,148,873,7,1,2
"0570011",1395,89,646,6,0,0
"0590001",1396,87,658,9,3,0
"0590002",1397,161,1279,14,6,0
"0590003",1398,192,1317,16,1,0
"0590004",1399,76,995,11,3,0
"0590005",1400,8,86,1,0,0
"0590006",1401,76,599,7,1,0
"0590007",1402,39,322,2,0,0
"0590008",1403,95,756,11,1,0
"0610001",1404,367,380,1,3,0
"0610002",1405,153,224,0,2,1
"0610003",1406,1231,1114,16,4,3
"0610004",1407,845,778,9,6,3
"0610005",1408,877,638,12,5,2
"0610006",1409,324,140,2,0,1
"0610007",1410,709,573,10,8,3
"0610008",1411,153,73,2,1,1
"0610009",1412,863,395,11,8,0
"0610010",1413,723,356,8,3,0
"0610011",1414,585,366,3,5,0
"0610012",1415,804,554,8,4,1
"0610013",1416,200,95,2,0,3
"0610014",1417,785,501,7,6,5
"0610015",1418,749,417,11,7,0
"0610016",1419,181,211,2,0,0
"0610017",1420,1111,896,13,7,1
"0610018",1421,708,474,4,3,1
"0610019",1422,499,371,5,1,1
"0610020",1423,351,443,5,3,0
"0610021",1424,272,152,2,0,1
"0610022",1425,777,501,4,1,4
"0610023",1426,46,80,1,0,0
"0610024",1427,394,317,8,4,1
"0610025",1428,296,181,4,5,1
"0610026",1429,547,535,10,2,2
"0610027",1430,826,488,6,4,0
"0610028",1431,578,611,8,5,2
"0610029",1432,553,686,6,3,4
"0610030",1433,273,384,5,3,3
"0610031",1434,100,58,0,1,0
"0610032",1435,747,717,7,2,0
"0610033",1436,195,134,3,2,1
"0610034",1437,425,553,4,2,3
"0610035",1438,339,365,6,2,3
"0610036",1439,737,609,8,2,3
"0610037",1440,664,323,11,3,1
"0610038",1441,291,196,2,0,0
"0610039",1442,331,228,3,0,0
"0610040",1443,723,510,4,4,1
"0610041",1444,1287,658,9,2,1
"0610042",1445,339,178,1,1,3
"0610043",1446,326,237,6,1,0
"0610044",1447,925,1036,20,7,10
"0610045",1448,588,345,7,4,1
"0610046",1449,1260,761,9,3,0
"0610047",1450,590,316,4,4,2
"0610048",1451,1048,732,16,2,8
"0610049",1452,770,676,6,2,1
"0610050",1453,543,490,6,4,3
"0610051",1454,332,283,6,3,1
"0610052",1455,632,931,6,3,1
"0610053",1456,1047,617,14,10,2
"0610054",1457,1587,987,19,10,2
"0610055",1458,982,868,11,2,1
"0610056",1459,611,581,9,0,0
"0610057",1460,97,60,1,0,1
"0610058",1461,684,722,6,4,2
"0610059",1462,140,144,1,1,1
"0610060",1463,375,236,1,1,0
"0610061",1464,843,453,9,2,0
"0610062",1465,1048,549,10,8,5
"0610063",1466,638,315,4,1,1
"0610064",1467,108,113,0,0,0
"0610065",1468,684,566,3,2,4
"0610066",1469,786,808,8,3,3
"0610067",1470,882,1196,14,8,2
"0610068",1471,738,442,6,4,1
"0610069",1472,1002,564,15,6,4
"0610070",1473,378,172,2,1,0
"0610071",1474,1048,610,9,7,1
"0610072",1475,1236,808,12,6,2
"0610073",1476,1446,857,16,8,1
"0610074",1477,1318,852,22,12,6
"0610075",1478,993,543,11,7,3
"0610076",1479,1170,684,14,8,1
"0610077",1480,816,456,10,7,0
"0610078",1481,903,829,12,2,2
"0610079",1482,956,897,17,7,2
"0610080",1483,885,973,12,4,3
"0610081",1484,533,652,6,3,0
"0610082",1485,592,389,11,5,4
"0610083",1486,530,428,9,1,2
"0610084",1487,589,586,9,3,3
"0610085",1488,744,828,13,3,3
"0610086",1489,470,322,8,4,1
"0610087",1490,565,630,5,2,2
"0610088",1491,929,676,9,4,1
"0610089",1492,308,281,1,1,1
"0610090",1493,132,150,2,1,0
"0610091",1494,430,295,2,0,1
"0610092",1495,57,45,1,0,0
"0610093",1496,103,75,2,1,0
"0610094",1497,383,295,7,4,2
"0610095",1498,129,87,2,1,0
"0610096",1499,853,983,7,3,2
"0610097",1500,208,101,2,1,0
"0610098",1501,1497,923,18,9,3
"0610099",1502,90,81,1,0,0
"0610100",1503,1169,804,11,1,4
"0610101",1504,379,229,5,1,1
"0631001",1505,341,906,9,2,0
"0632002",1506,298,1195,2,1,0
"0633003",1507,446,570,12,3,0
"0634004",1508,309,955,8,1,0
"0650101",1509,35,328,4,1,0
"0650102",1510,1,58,1,0,0
"0650103",1511,39,260,3,0,0
"0650201",1512,75,788,16,1,0
"0650301",1513,58,429,7,0,0
"0650302",1514,20,228,1,0,0
"0650401",1515,59,488,3,1,0
"0650402",1516,10,200,2,0,0
"0670001",1517,458,1738,12,3,0
"0670002",1518,75,239,1,1,0
"0670004",1519,120,429,4,1,0
"0670005",1520,127,478,1,2,0
"0670006",1521,40,350,1,1,0
"0670007",1522,257,1118,7,1,0
"0670009",1523,198,539,5,0,0
"0670011",1524,144,332,4,0,0
"0670012",1525,173,453,6,2,0
"0670014",1526,268,1459,7,3,0
"0670015",1527,37,247,1,0,0
"0670016",1528,37,311,0,0,0
"0670017",1529,314,1746,11,0,1
"0670018",1530,28,377,2,2,0
"0670019",1531,30,321,3,0,0
"0670021",1532,25,184,3,0,2
"067013T",1533,440,569,10,1,0
"067020E",1534,24,143,1,0,0
"0690101",1535,117,187,1,0,0
"0690105",1536,17,53,0,0,0
"0690201",1537,112,237,3,0,0
"0690206",1538,14,86,0,0,0
"0690301",1539,113,368,2,1,0
"0690307",1540,12,102,1,2,0
"0690401",1541,63,117,1,2,0
"0690408",1542,18,452,1,1,0
"0710001",1543,68,402,6,0,0
"0710002",1544,150,346,3,2,0
"0710003",1545,114,203,3,1,0
"0710004",1546,372,2547,52,4,0
"0710005",1547,230,1653,24,4,0
"0710006",1548,277,972,9,7,0
"0710007",1549,231,1283,11,3,0
"0710008",1550,439,2587,39,6,0
"0710009",1551,29,238,2,0,0
"0710010",1552,167,934,16,2,0
"0710011",1553,396,1172,13,0,1
"0710012",1554,261,704,7,7,0
"0710013",1555,0,0,0,0,0
"0710014",1556,126,465,5,2,0
"0710015",1557,650,1021,22,3,1
"0710016",1558,215,1310,17,4,0
"0710017",1559,81,498,7,2,0
"0710018",1560,182,1018,14,3,0
"0730012",1561,156,685,13,3,0
"0730013",1562,74,761,4,0,0
"0730014",1563,107,901,11,2,0
"0730015",1564,617,1394,25,3,0
"0730022",1565,104,412,3,1,0
"0730023",1566,80,651,6,1,0
"0730024",1567,307,920,15,5,0
"0730025",1568,114,603,4,0,0
"0730026",1569,221,484,3,3,0
"0730027",1570,184,575,5,1,0
"0730028",1571,34,407,3,2,0
